,Name,Symbol,Exchange,Sector,Industry,Last,Chg. %,Market Cap,Vol.,P/E Ratio,MACD (12,26 / 1D),Revenue,Average Vol. (3m),EPS,Beta,Dividend,Yield,15 Minutes,Hourly,Daily,Weekly,Monthly,Daily,1 Week,1 Month,YTD,1 Year,3 Years,1-Year Change,Dividend Yield (%),P/E Ratio (TTM),Price to Sales (TTM),Price to Cash Flow (MRQ),Price to Free Cash Flow (TTM),Price to Book (MRQ),Price to Tangible Book (MRQ),EPS(MRQ) vs Qtr. 1 Yr. Ago,EPS(TTM) vs TTM 1 Yr. Ago,5 Year EPS Growth,Sales (MRQ) vs Qtr. 1 Yr. Ago,Sales (TTM) vs TTM 1 Yr. Ago (TTM),5 Year Sales Growth,5 Year Capital Spending Growth,Asset Turnover (TTM),Inventory Turnover (TTM),Revenue/Employee (TTM),Net Income/Employee (TTM),Receivable Turnover (TTM),52 wk Range - High,52 wk Range - Low,% Change from 52 wk High,% Change from 52 wk Low,Previous Month % Change,Gross margin (TTM),Gross Margin (5YA),Operating margin (TTM),Operating margin (5YA),Pretax margin (TTM),Pretax margin (5YA),Net Profit margin (TTM),Net Profit margin (5YA),Quick Ratio (MRQ),Current Ratio (MRQ),LT Debt to Equity (MRQ),Total Debt to Equity,Dividend Yield 5 Year Avg. (5YA),Dividend Growth Rate (ANN),Payout Ratio (TTM),ADX (14 / 1D),ATR (14 / 1D),Bull/Bear Power (13 / 1D),CCI (14 / 1D),Highs/Lows (14 / 1D),ROC (1D),RSI (14 / 1D),STOCH (14 / 1D),STOCHRSI (14 / 1D),Ultimate Oscillator (14 /1D),Williams %R (1D),var columnsSettings_stock_screener = new ColumnsSettings(		'ltr',																	   // strHtmlDir		'resultsContainer',															 	   // containerId		'resultsContainer',															   	   // tab		'stock_screener',																		   // id		'Currently selected: X (max 8)', // message		'8',															   // intMaxCheckboxes		'1'                                                          // intMinOptCheckboxes	);Adjust table  Name  Symbol  Exchange  Sector  Industry  Last  Chg. %  Market Cap  Vol.  P/E Ratio  MACD (12,26 / 1D)   Revenue  Average Vol. (3m)  EPS  Beta  Dividend  Yield  15 Minutes   Hourly  Daily  Weekly  Monthly  Daily  1 Week  1 Month  YTD  1 Year  3 Years  1-Year Change  Dividend Yield (%)   P/E Ratio (TTM)  Price to Sales (TTM)  Price to Cash Flow (MRQ)  Price to Free Cash Flow (TTM)  Price to Book (MRQ)  Price to Tangible Book (MRQ)   EPS(MRQ) vs Qtr. 1 Yr. Ago  EPS(TTM) vs TTM 1 Yr. Ago  5 Year EPS Growth  Sales (MRQ) vs Qtr. 1 Yr. Ago  Sales (TTM) vs TTM 1 Yr. Ago (TTM)  5 Year Sales Growth  5 Year Capital Spending Growth  Asset Turnover (TTM)  Inventory Turnover (TTM)  Revenue/Employee (TTM)  Net Income/Employee (TTM)  Receivable Turnover (TTM)  52 wk Range - High  52 wk Range - Low  % Change from 52 wk High  % Change from 52 wk Low  Previous Month % Change  Gross margin (TTM)  Gross Margin (5YA)  Operating margin (TTM)  Operating margin (5YA)  Pretax margin (TTM)  Pretax margin (5YA)  Net Profit margin (TTM)  Net Profit margin (5YA)  Quick Ratio (MRQ)  Current Ratio (MRQ)  LT Debt to Equity (MRQ)  Total Debt to Equity  Dividend Yield 5 Year Avg. (5YA)  Dividend Growth Rate (ANN)  Payout Ratio (TTM)  ADX (14 / 1D)  ATR (14 / 1D)  Bull/Bear Power (13 / 1D)  CCI (14 / 1D)  Highs/Lows (14 / 1D)  ROC (1D)  RSI (14 / 1D)  STOCH (14 / 1D)  STOCHRSI (14 / 1D)  Ultimate Oscillator (14 /1D)  Williams %R (1D) Currently selected: 6 (max 8 ) Apply 	$('#colSelectPopup_stock_screener').click(function(e) {		e.stopPropagation();	});
"","Electro Mechanical","EME","Hanoi","Capital Goods","Construction - Raw Materials","51000","0%","192.80B","400.00","-","-594.51","-","1.20K","-","-","-","-","-","-","Strong Buy","Strong Buy","Strong Buy","0.00","0.00","2.00","-19.05","-31.08","28.79","-31.08","-","-","-","6.52","-","-","-","-","-","-24.72","-","-","-13.01","-8.82","-","-","-","-","-","100000","24100","-49.00","111.62","2%","-","12.00","-","-5.32","-","10.44","-","8.28","-","-","-","-","-","-","-","80.25","4.79K","14.55K","97.78","7.97K","39.73","55.47","77.85","100.00","52.56","0.00",""
"","Electrical Mechanical Equipment","EMG","Hanoi","Industrials","Machinery","15500","0%","-","0.00","-","2.89K","-","5.65K","-","-","1.43K","-","-","-","Strong Sell","Sell","Neutral","0.00","0.00","39.64","-16.22","-16.22","-4.91","-16.22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15500","11100","0.00","39.64","39.64%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","100.00","2.39K","-1.84K","-59.99","-2.46K","-1.90","41.18","52.99","69.53","50.87","-66.05",""
"","VN Post Express","EMS","Hanoi","Transportation","Air Courier","38500","1.32%","577.52B","200.00","-","575.70","966.35B","1.56K","-","0.51","-","-","-","-","Neutral","Strong Buy","Strong Buy","1.32","1.32","-6.10","10.32","57.73","3.49","57.73","1.82%","-","-","7.11","-","2.24","2.37","252.15","-","20.43","25.09","-","21.06","10.90","-","-","-","-","-","42500","20897","-9.41","84.24","2.7%","-","16.33","-","4.02","-","4.06","-","3.24","1.32","1.32","0.00","0.00","-","-","-","35.74","1.57K","-808.96","-69.41","-1.19K","-6.10","51.43","86.41","17.24","35.53","-12.31",""
"","Everpia Vietnam JSC","EVE","Ho Chi Minh","Consumer Cyclical","Furniture & Fixtures","13300","0%","506.04B","20.70K","27.51","-237.30","854.95B","46.17K","594.32","0.74","950.00","-","Neutral","Sell","Strong Sell","Strong Sell","Strong Buy","0.00","-5.00","-4.32","3.91","40.74","-16.88","35.71","5.5%","27.51","0.73","5.30","3.98","0.66","0.66","-53.72","-60.89","-22.23","-9.71","-14.82","-0.58","-32.61","0.59","1.61","629.87","30.97","6.37","17800","8360","-25.28","59.09","2.19%","30.66","32.83","6.69","8.57","6.60","8.63","4.92","6.75","4.88","7.10","24.69","30.66","6.56","0.00","81.42","47.88","435.71","-1.60K","-299.15","-267.86","-5.71","33.99","88.67","0.00","72.84","-22.89",""
"","EVN Finance","EVF","Hanoi","Financial","Consumer Financial Services","12400","-0.8%","3.29T","365.20K","13.55","172.34","901.13B","488.13K","944.84","-","-","-","-","-","Neutral","Strong Buy","Strong Buy","-0.80","-0.80","0.81","26.53","82.35","-","85.07","-","13.55","3.42","0.56","0.66","0.90","0.91","30.58","1.26","-","-18.89","-11.07","-","-","-","-","-","-","-","13700","5400","-9.49","129.63","1.63%","-","-","31.59","-","31.59","-","25.82","-","-","-","50.22","322.84","-","-","0.00","25.32","257.14","-445.97","-190.61","-71.43","-3.13","50.31","87.79","0.00","58.15","-17.23",""
"","Everland Investment","EVG","Ho Chi Minh","Capital Goods","Construction - Raw Materials","10900","-0.91%","713.16B","327.00K","40.10","-117.30","987.95B","876.75K","294.24","0.81","-","-","Buy","Strong Sell","Strong Sell","Neutral","Strong Buy","-0.91","-5.22","-4.80","31.77","183.00","125.21","189.03","19.08%","40.10","1.61","26.80","26.80","1.11","1.79","-10.06","15.05","-9.48","-36.16","31.31","29.49","-12.40","0.82","3.76","36.59","922.73","5.12","15000","2952.9","-27.33","269.13","5.99%","6.12","6.86","3.19","4.83","3.15","4.77","2.52","3.80","1.32","2.18","0.00","0.37","-","-","0.00","31.44","710.71","-1.60K","-149.20","-582.14","-12.80","38.70","38.95","0.00","54.11","-75.32",""
"","Everest Securities","EVS","Hanoi","Financial","Investment Services","34200","-2.56%","2.05T","345.40K","13.77","3.22K","386.82B","390.29K","2.38K","-","-","-","-","-","Strong Buy","Strong Buy","Strong Buy","-2.56","3.01","36.25","293.10","375.00","-","388.57","-","13.77","5.09","5.46","85.97","2.32","2.33","758.63","1.68K","-","39.16","57.78","-","-","0.33","-","-","-","0.66","35700","5200","-4.20","557.69","43.1%","84.93","-","44.82","-","44.73","-","36.96","-","-","4.21","0.00","3.53","-","-","0.00","62.65","2.29K","4.87K","95.17","2.86K","26.67","74.68","93.13","16.37","81.36","-5.84",""
"","FBA International Group Corp","FBA","Hanoi","Capital Goods","Misc. Capital Goods","900","0%","3.07B","0.00","-","-","-","2.30K","-","-","-","-","-","-","-","-","-","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","8.17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","900","0","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",""
"","Fecon Mining JSC","FCM","Ho Chi Minh","Capital Goods","Construction - Raw Materials","6710","-1.03%","275.11B","22.70K","10.63","49.10","505.81B","33.17K","639.62","0.49","-","-","Strong Buy","Neutral","Neutral","Neutral","Strong Buy","-1.03","-1.47","3.23","9.28","3.23","10.36","4.62","7.35%","10.63","0.49","8.79","5.34","0.54","0.55","-73.88","-32.09","3.77","-5.38","-23.82","1.65","-59.36","0.67","2.91","1.35","65.57","1.46","8050","5460","-16.65","22.89","6.41%","11.57","15.66","5.95","6.03","6.18","6.22","4.87","4.98","2.05","2.59","0.07","26.55","9.69","0.00","0.00","41.12","182.86","-377.84","-112.28","0.00","1.82","49.91","70.90","0.00","65.67","-49.15",""
"","Fecon Foundation Engineering","FCN","Ho Chi Minh","Capital Goods","Construction Services","10950","-0.45%","1.37T","2.12M","11.85","-123.20","3.31T","2.26M","1.03K","1.22","-","-","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Neutral","-0.45","-10.98","-4.37","-18.89","9.50","-18.95","12.68","3.89%","11.85","0.49","-","27.35","0.69","0.73","197.59","-33.02","-15.32","-11.57","2.04","13.69","16.21","0.51","3.15","2.58","109.14","1.21","15350","8000","-28.66","36.88","14.42%","15.01","14.84","5.43","8.49","5.33","8.75","4.24","7.01","1.16","1.43","16.91","72.00","4.15","-13.93","0.00","40.62","446.43","-1.66K","-232.04","-960.71","-11.69","32.48","56.76","0.00","30.91","-68.31",""
"","Foreign Trade Development Invest","FDC","Ho Chi Minh","Services","Real Estate Operations","12600","-2.33%","486.66B","3.00K","-","173.30","193.03B","6.77K","-624.09","0.74","-","-","Strong Sell","Strong Buy","Strong Buy","Neutral","Strong Sell","-2.33","-6.67","1.20","-5.97","11.50","-31.89","12.17","-","816.17","2.50","-","7.92","0.83","0.93","122.35","-134.74","31.61","6.30","-56.15","2.57","-29.63","0.20","7.36","861.76","-107.55","0.88","16600","10100","-24.10","24.75","12.03%","17.60","10.62","-11.85","-0.48","-11.62","-0.47","-12.48","-0.98","0.97","1.02","0.00","15.63","-","-","0.00","44.07","842.86","-501.81","15.18","164.29","9.60","59.72","81.67","69.18","55.83","-7.50",""
"","Dongthap Trading","FDG","Hanoi","Consumer/Non-Cyclical","Food Processing","800","0%","10.56B","147.00K","-","46.19","-","55.47K","-451.20","-0.92","-","-","-","-","Strong Sell","Strong Sell","Neutral","0.00","0.00","-20.00","0.00","100.00","-33.33","100.00","-","-","4.95","-","0.94","-","-","58.57","24.39","-","-75.33","-89.69","-58.52","-","0.02","12.00","-","-","2.35","1300","300","-38.46","166.67","-20%","-79.25","9.78","-188.04","-29.24","-213.10","-27.50","-279.44","-28.63","0.10","0.10","-","-","-","-","-","39.58","164.29","-303.57","-146.34","-100.00","-20.00","47.05","30.56","0.00","35.44","-83.33",""
"","FIDITOUR JSC","FDT","Hanoi","Consumer Discretionary","Hotels, Restaurants & Leisure","38800","0%","118.51B","0.00","20.11","-","-","100.00","1.93K","-","1.90K","-","-","-","-","-","-","0.00","0.00","0.00","0.00","0.00","33.79","0.00","3.99%","20.11","0.19","-","-","2.95","2.95","-87.93","-26.18","2.88","15.02","19.26","1.09","-","3.94","15.48","-","-","14.63","0","0","-","-","-","8.04","7.16","1.28","0.13","1.40","0.43","1.12","0.35","0.81","1.17","0.00","59.50","-","-","98.49","-","-","-","-","-","-","-","-","-","-","-",""
"","Vietnam Enterprise Investment Dev","FID","Hanoi","Energy","Coal","3500","-2.78%","82.39B","114.40K","-","-76.39","120.83B","253.98K","-167.02","0.64","-","-","Neutral","Strong Sell","Strong Sell","Neutral","Strong Buy","-2.78","-5.41","-5.41","133.33","218.18","75.00","260.00","-","128.95","0.83","-","10.02","0.36","0.36","2.10K","-2.25K","-83.66","106.87","180.45","-17.97","-","0.40","646.60","-","-","6.09","5800","800","-39.66","337.50","-2.63%","1.60","2.34","-0.83","1.56","-3.81","0.65","-3.85","0.49","1.36","1.38","0.00","0.00","0.00","-","0.00","46.69","185.71","-397.31","-198.58","-171.43","-5.56","36.67","30.95","0.00","45.87","-100.00",""
"","FIRST REAL","FIR","Ho Chi Minh","Services","Real Estate Operations","34950","0%","945.04B","170.60K","19.50","889.00","143.22B","183.82K","1.37K","-","-","-","Sell","Buy","Strong Buy","Strong Buy","Strong Buy","0.00","2.49","15.54","30.41","49.70","-","50.20","-","19.50","4.83","30.75","10.05","1.94","2.09","-65.63","-56.17","-","-41.80","-47.04","-","-","0.29","0.27","2.93","722.98","9.91","36000","21615.4","-2.92","61.69","7.23%","74.54","-","31.37","-","29.42","-","24.65","-","1.56","2.23","0.03","9.03","-","-","0.00","50.35","635.71","1.60K","102.11","135.71","2.19","68.27","94.90","38.56","41.60","-4.04",""
"","FIT INVEST JSC","FIT","Ho Chi Minh","Financial","Investment Services","16950","-2.91%","4.32T","7.07M","48.06","1.17K","1.21T","7.24M","221.62","0.91","-","-","Buy","Neutral","Strong Buy","Strong Buy","Strong Buy","-2.91","6.60","18.53","10.42","81.28","308.43","82.98","-","48.06","2.28","37.32","146.31","0.89","0.95","-71.22","-19.62","-32.68","1.21","0.59","-6.98","11.51","0.22","3.42","683.40","47.93","5.30","22200","7800","-23.65","117.31","4.95%","22.40","20.85","8.54","7.09","9.09","7.42","7.01","5.27","4.16","4.53","16.05","29.71","0.00","-","0.00","33.33","1.02K","842.41","68.23","382.14","13.00","61.53","83.73","46.27","56.50","-18.23",""
"","FLC Group JSC","FLC","Ho Chi Minh","Services","Real Estate Operations","11900","-0.42%","8.45T","17.11M","50.07","-135.20","11.21T","30.54M","220.67","0.80","-","-","Strong Sell","Strong Sell","Strong Sell","Buy","Strong Buy","-0.42","-10.53","-6.30","161.54","255.22","153.19","223.37","-","50.07","0.58","-","-","0.84","0.85","531.26","-47.46","-33.94","-18.19","-14.53","20.42","-8.03","0.39","7.81","-","-","4.32","15350","2670","-22.48","345.69","11.3%","-23.52","-0.39","3.32","6.45","3.12","6.41","2.28","4.91","0.96","1.11","23.28","69.50","1.09","-","0.00","35.65","796.43","-2.14K","-191.62","-1.35K","-19.39","37.01","55.44","0.00","30.04","-65.41",""
"","Sao Ta Foods JSC","FMC","Ho Chi Minh","Consumer/Non-Cyclical","Food Processing","36050","-2.76%","2.12T","447.10K","7.26","579.20","4.67T","330.78K","4.35K","1.28","1.79K","-","Strong Buy","Neutral","Neutral","Buy","Strong Buy","-2.76","-1.77","5.41","11.96","48.60","100.88","51.17","8.48%","7.68","0.45","5.47","130.91","1.60","1.82","52.33","-0.27","10.78","25.81","19.02","8.95","-6.16","2.73","6.72","1.09","55.99","17.73","39500","21390","-8.73","68.54","11.89%","9.73","-","5.35","-","5.36","-","5.12","-","0.99","1.97","0.00","40.93","-","-17.84","21.70","29.66","1.18K","-3.38K","-218.16","-535.71","-7.56","49.13","93.25","0.00","50.57","-11.70",""
"","FPT Telecom","FOX","Hanoi","Services","Communications Services","80000","1.14%","26.27T","46.26K","20.57","5.49K","11.72T","44.24K","3.85K","0.55","1.98K","-","-","-","Strong Buy","Strong Buy","Strong Buy","1.14","0.76","41.35","105.35","144.45","109.50","144.45","2.63%","20.57","2.22","32.55","1.53K","6.04","5.69","29.85","21.65","13.75","9.64","9.65","15.54","-1.66","0.80","10.29","1.05","142.29","13.29","94500","40240","-15.34","98.81","-4.34%","50.04","48.49","18.71","17.22","18.79","17.22","15.08","13.86","0.86","0.92","3.57","134.23","-","21.98","51.46","50.48","3.77K","17.04K","138.24","10.25K","35.53","85.40","80.47","96.78","62.94","-13.04",""
"","FPT Corp","FPT","Ho Chi Minh","Technology","Software & Programming","90500","4.6%","70.94T","4.91M","18.74","2.73K","30.79T","2.74M","4.32K","0.96","1.90K","-","Strong Buy","Neutral","Strong Buy","Strong Buy","Strong Buy","4.60","2.84","12.00","77.68","124.85","202.95","120.31","2.31%","18.74","2.07","44.86","66.44","3.81","4.16","4.95","6.47","12.56","14.41","7.34","-4.71","7.62","0.78","13.13","1.00","151.30","6.23","95000","36790.2","-4.74","145.99","4.3%","39.25","30.30","17.68","12.76","17.92","12.92","15.06","10.85","1.14","1.21","10.06","99.05","3.99","5.19","43.29","37.67","2.67K","2.08K","78.56","2.16K","9.81","62.83","93.96","33.54","54.06","-5.06",""
"","FPT Digital","FRT","Ho Chi Minh","Services","Retail (Technology)","29250","6.95%","2.31T","1.87M","101.24","427.70","19.33T","1.25M","266.71","-","-","-","Strong Buy","Strong Buy","Strong Buy","Strong Buy","Strong Buy","6.95","7.93","12.93","-8.59","20.87","-52.40","12.78","3.7%","101.24","0.15","1.49","1.49","1.76","1.82","106.41","-90.63","-","-6.53","-11.86","-","-","2.45","4.84","2.06","1.43","78.25","35500","20100","-17.61","45.52","8.84%","13.92","-","0.10","-","0.19","-","0.07","-","0.75","1.19","0.00","204.82","-","-","0.00","20.64","1.11K","1.10K","114.30","917.86","5.22","59.91","87.93","66.43","50.06","-6.10",""
"","Machinery Spare","FT1","Hanoi","","","50600","15%","-","100.00","-","676.63","-","138.00","-","-","-","-","-","-","Strong Buy","Neutral","Strong Buy","15.00","0.00","0.00","65.90","74.48","82.01","74.48","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","55600","18000","-8.99","181.11","2.22%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","59.54","2.05K","4.01K","76.87","1.89K","1.61","55.29","93.41","84.97","53.15","-2.64",""
"","Friendship Trading-Industrial","FTI","Hanoi","Consumer Discretionary","Leisure Products","3500","0%","-","100.00","-","-","-","100.00","-","-","-","-","-","-","-","-","-","0.00","0.00","0.00","0.00","40.00","-12.50","40.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3500","3500","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",""
"","Duc Quan Invest","FTM","Ho Chi Minh","Consumer Cyclical","Apparel/Accessories","2950","-2.67%","147.50B","577.30K","-","47.63","102.99B","897.33K","-4.00K","0.80","-","-","Buy","Strong Sell","Sell","Buy","Neutral","-2.67","-10.61","-12.98","107.75","91.56","-81.56","93.55","2.02%","977.29","1.88","1.19","10.05","0.49","0.50","1.71","-113.40","4.00","-80.63","-91.87","-39.00","32.75","0.05","4.18","291.41","-717.05","0.20","4650","1190","-36.56","147.90","23.13%","-2.58","6.62","-133.67","-3.71","-245.87","-3.86","-246.07","-4.08","0.85","0.88","60.64","258.56","-","-","0.00","25.55","219.29","-454.81","-134.03","-132.14","-9.23","45.61","33.67","0.00","43.61","-84.69",""
"","FPT Securities","FTS","Ho Chi Minh","Financial","Investment Services","38900","-0.13%","5.15T","398.30K","5.59","3.39K","695.92B","821.69K","3.10K","0.67","475.00","-","Buy","Neutral","Buy","Strong Buy","Strong Buy","-0.13","5.42","42.75","167.48","199.76","266.20","196.44","2.88%","5.59","3.30","-","234.70","0.98","0.99","249.39","8.06K","0.94","517.36","270.59","9.19","47.98","0.23","-","-","-","0.29","42500","10381","-8.47","274.72","32.5%","78.06","78.17","67.87","67.89","68.17","68.10","59.41","57.68","-","2.33","0.00","25.51","-","10.00","15.20","41.33","2.16K","-105.09","13.03","0.00","1.04","64.44","90.72","0.00","59.21","-11.08",""
"","Techcom Vietnam REIT","FUCVREIT","Ho Chi Minh","Real Estate","Equity Real Estate Investment Trusts (REITs)","10500","0.96%","-","2.70K","-","-1.57K","-","17.60K","-","-","-","-","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Buy","0.96","-7.08","-13.22","47.06","71.57","11.70","69.11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","35800","5000","-70.67","110.00","-4.24%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","77.45","478.57","-1.26K","-165.34","-582.14","-11.02","32.38","43.60","19.66","39.86","-77.24",""
"","G.Home Textile","G20","Hanoi","Consumer Cyclical","Textiles - Non Apparel","900","12.5%","12.96B","337.20K","-","136.26","-","400.83K","-3.43K","0.00","-","-","-","-","Strong Buy","Strong Buy","Strong Buy","12.50","12.50","0.00","200.00","200.00","-18.18","200.00","-","-","-","-","-","0.21","0.42","61.24","-2.10","-","-","-100.00","-","-","0.00","0.00","-","-","-","1100","100","-18.18","800.00","-20%","-","-","-","-","-","-","-","-","0.82","1.11","9.98","253.64","-","-","-","86.84","107.14","193.31","62.51","78.57","80.00","64.54","49.52","18.63","60.75","-28.57",""
"","36 Corp","G36","Hanoi","Capital Goods","Construction Services","9800","-2%","997.21B","759.99K","13.53","-42.90","2.35T","763.16K","687.42","1.45","-","-","-","-","Strong Sell","Strong Sell","Neutral","-2.00","-2.97","2.08","-37.58","65.74","116.05","65.74","17.04%","13.53","0.40","2.26","3.21","0.90","0.93","1.02K","144.79","-","27.33","38.29","-","-","0.45","1.71","-","-","3.60","18300","3586","-46.45","173.28","10.99%","16.05","-","5.34","-","5.18","-","2.98","-","0.81","1.09","72.28","108.50","-","-","0.00","22.71","542.86","-879.12","-137.25","-485.71","-2.00","41.53","21.41","0.00","46.63","-93.10",""
"","Petrovietnam Gas JSCrp","GAS","Ho Chi Minh","Energy","Oil & Gas Operations","91500","6.06%","175.13T","1.40M","21.58","1.15K","81.71T","1.01M","3.87K","1.38","-","-","Buy","Neutral","Neutral","Strong Buy","Strong Buy","6.06","-1.61","3.86","5.66","25.51","15.68","18.51","5.11%","21.85","2.63","95.88","74.86","3.48","3.51","-40.87","-33.52","-1.75","-8.63","-14.49","-0.05","-2.50","1.02","32.58","23.72","2.95","13.42","98000","63300","-6.63","44.55","12.59%","17.78","21.44","15.54","18.08","15.56","18.13","12.43","14.45","3.88","4.05","4.05","6.16","6.05","4.00","0.00","35.97","3.91K","-6.82K","-187.19","-221.43","-2.56","50.84","93.39","34.04","45.17","-7.39",""
"","Duc Thanh Wood Processing","GDT","Ho Chi Minh","Consumer Cyclical","Furniture & Fixtures","57500","-0.17%","969.90B","95.10K","11.03","1.55K","418.64B","118.50K","4.76K","0.65","1.90K","-","Strong Sell","Strong Sell","Neutral","Strong Buy","Strong Buy","-0.17","-1.20","16.87","40.24","91.67","33.41","93.67","8.57%","11.03","2.12","103.88","17.56","3.08","3.82","21.03","7.82","4.59","22.27","16.30","6.25","69.01","1.09","3.70","392.35","78.24","17.96","62000","27900","-7.26","106.09","15.71%","32.04","34.35","24.84","27.59","24.95","30.04","19.94","24.26","2.14","2.90","0.00","20.13","17.27","-2.86","40.00","48.30","2.03K","-787.63","-58.87","-528.57","-0.53","52.04","94.65","0.00","49.75","-10.58",""
"","Gia Lai Electricity","GEG","Hanoi","Utilities","Electric Utilities","16750","-1.47%","4.54T","259.80K","18.25","88.42","1.49T","520.34K","904.31","0.43","-","-","-","-","Sell","Strong Sell","Neutral","-1.47","-3.18","4.69","-15.40","-3.50","60.03","-5.13","3.45%","18.25","2.99","-","-","1.46","1.47","-16.03","-15.61","7.61","0.28","15.86","33.33","30.60","0.21","3.14","2.78","548.65","5.78","21450","13476","-21.91","24.30","13.07%","50.51","53.72","20.27","28.76","20.95","28.67","19.75","26.69","1.29","1.43","106.13","128.08","-","3.15","0.00","16.91","560.71","-539.21","-129.68","-239.29","3.40","46.80","85.24","0.00","55.28","-18.67",""
"","Viet Nam Electrical","GEX","Ho Chi Minh","Technology","Electronic Instr. & Controls","23000","0.66%","11.09T","9.09M","15.74","322.60","18.86T","6.76M","1.69K","1.00","-","-","Strong Buy","Strong Buy","Strong Buy","Strong Buy","Buy","0.66","4.55","1.32","28.19","61.14","-8.29","64.55","3.66%","15.74","0.72","-","-","1.87","2.24","150.60","44.35","5.28","36.57","17.20","16.45","56.92","0.74","5.19","199.43","10.89","6.28","25200","13835.1","-8.73","66.24","-17.14%","14.55","15.80","6.31","8.50","6.67","8.63","5.46","7.01","0.91","1.21","113.13","176.30","2.40","-","0.00","22.98","828.57","-546.81","13.74","100.00","1.32","56.26","90.07","63.08","55.11","-7.80",""
"","GiaiPhong Motor","GGG","Hanoi","Consumer Cyclical","Auto & Truck Manufacturers","1800","12.5%","17.34B","28.68K","-","112.17","-","63.81K","-1.25K","-0.73","-","-","-","-","Strong Buy","Strong Buy","Strong Buy","12.50","12.50","50.00","100.00","80.00","260.00","80.00","-","-","0.28","-","0.94","-","-","-","-","-","-","-","-10.88","-","0.59","1.71","-","-","15.20","1800","900","0.00","100.00","45.45%","10.84","6.10","-20.65","-19.37","-19.72","-20.45","-19.72","-20.45","0.06","0.29","-","-","-","-","-","54.18","142.86","912.78","269.05","450.00","50.00","71.78","50.00","100.00","71.05","0.00",""
"","Gia Lai Hydropower JSC","GHC","Hanoi","Utilities","Electric Utilities","29400","-0.34%","934.19B","6.60K","6.88","-164.09","303.05B","16.47K","4.26K","0.12","2.52K","-","-","-","Strong Sell","Strong Sell","Strong Sell","-0.34","-0.68","-1.01","-6.07","-8.12","-9.54","-8.41","9.07%","6.88","3.07","65.65","25.11","1.40","1.45","-17.47","-6.86","9.43","11.81","7.01","19.84","111.96","0.24","44.94","-","-","8.29","36900","28000","-20.33","5.00","-1.33%","58.57","62.41","37.68","52.94","37.61","52.94","34.36","48.79","2.25","2.29","94.17","102.34","12.13","-13.59","75.89","42.67","171.43","-483.10","-221.71","-192.86","-1.34","32.81","98.41","0.00","42.71","-2.51",""
"","Green Development and Investment Service JSC","GIC","Hanoi","Transportation","Misc. Transportation","18100","0%","219.37B","16.80K","6.22","-298.43","180.38B","26.77K","2.91K","-","1.14K","-","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Buy","0.00","-4.74","0.56","-11.71","-","-","-","6.63%","6.22","1.22","3.50","2.35","0.93","0.93","-50.81","-5.37","-","-18.05","-10.58","-","-","0.59","597.06","-","-","13.92","29200","14600","-38.01","23.97","5.56%","42.69","-","20.84","-","21.07","-","20.94","-","1.53","1.53","5.90","5.90","-","-","39.18","33.22","500.00","-956.65","-144.64","-621.43","-7.18","37.94","87.59","0.00","37.76","-21.36",""
"","Binh Thanh Import Export Production","GIL","Ho Chi Minh","Consumer Cyclical","Apparel/Accessories","61400","-1.13%","2.12T","252.50K","6.67","-594.90","3.60T","449.52K","11.10K","1.16","-","-","Neutral","Strong Sell","Neutral","Buy","Strong Buy","-1.13","3.02","7.16","46.19","240.17","153.20","244.44","2.03%","6.67","0.77","19.57","19.57","2.03","2.39","-38.28","16.20","24.15","16.27","36.18","26.21","33.62","1.50","4.89","-","-","8.35","82600","17300","-25.67","254.91","6.62%","18.39","17.20","11.45","9.28","11.43","9.60","8.95","7.45","1.16","1.53","0.00","60.59","4.80","0.52","0.00","29.08","1.74K","1.00K","45.25","0.00","1.82","50.20","94.29","45.00","53.95","-7.39",""
