,Name,Symbol,Exchange,Sector,Industry,Last,Chg. %,Market Cap,Vol.,P/E Ratio,MACD (12,26 / 1D),Revenue,Average Vol. (3m),EPS,Beta,Dividend,Yield,15 Minutes,Hourly,Daily,Weekly,Monthly,Daily,1 Week,1 Month,YTD,1 Year,3 Years,1-Year Change,Dividend Yield (%),P/E Ratio (TTM),Price to Sales (TTM),Price to Cash Flow (MRQ),Price to Free Cash Flow (TTM),Price to Book (MRQ),Price to Tangible Book (MRQ),EPS(MRQ) vs Qtr. 1 Yr. Ago,EPS(TTM) vs TTM 1 Yr. Ago,5 Year EPS Growth,Sales (MRQ) vs Qtr. 1 Yr. Ago,Sales (TTM) vs TTM 1 Yr. Ago (TTM),5 Year Sales Growth,5 Year Capital Spending Growth,Asset Turnover (TTM),Inventory Turnover (TTM),Revenue/Employee (TTM),Net Income/Employee (TTM),Receivable Turnover (TTM),52 wk Range - High,52 wk Range - Low,% Change from 52 wk High,% Change from 52 wk Low,Previous Month % Change,Gross margin (TTM),Gross Margin (5YA),Operating margin (TTM),Operating margin (5YA),Pretax margin (TTM),Pretax margin (5YA),Net Profit margin (TTM),Net Profit margin (5YA),Quick Ratio (MRQ),Current Ratio (MRQ),LT Debt to Equity (MRQ),Total Debt to Equity,Dividend Yield 5 Year Avg. (5YA),Dividend Growth Rate (ANN),Payout Ratio (TTM),ADX (14 / 1D),ATR (14 / 1D),Bull/Bear Power (13 / 1D),CCI (14 / 1D),Highs/Lows (14 / 1D),ROC (1D),RSI (14 / 1D),STOCH (14 / 1D),STOCHRSI (14 / 1D),Ultimate Oscillator (14 /1D),Williams %R (1D),var columnsSettings_stock_screener = new ColumnsSettings(		'ltr',																	   // strHtmlDir		'resultsContainer',															 	   // containerId		'resultsContainer',															   	   // tab		'stock_screener',																		   // id		'Currently selected: X (max 8)', // message		'8',															   // intMaxCheckboxes		'1'                                                          // intMinOptCheckboxes	);Adjust table  Name  Symbol  Exchange  Sector  Industry  Last  Chg. %  Market Cap  Vol.  P/E Ratio  MACD (12,26 / 1D)   Revenue  Average Vol. (3m)  EPS  Beta  Dividend  Yield  15 Minutes   Hourly  Daily  Weekly  Monthly  Daily  1 Week  1 Month  YTD  1 Year  3 Years  1-Year Change  Dividend Yield (%)   P/E Ratio (TTM)  Price to Sales (TTM)  Price to Cash Flow (MRQ)  Price to Free Cash Flow (TTM)  Price to Book (MRQ)  Price to Tangible Book (MRQ)   EPS(MRQ) vs Qtr. 1 Yr. Ago  EPS(TTM) vs TTM 1 Yr. Ago  5 Year EPS Growth  Sales (MRQ) vs Qtr. 1 Yr. Ago  Sales (TTM) vs TTM 1 Yr. Ago (TTM)  5 Year Sales Growth  5 Year Capital Spending Growth  Asset Turnover (TTM)  Inventory Turnover (TTM)  Revenue/Employee (TTM)  Net Income/Employee (TTM)  Receivable Turnover (TTM)  52 wk Range - High  52 wk Range - Low  % Change from 52 wk High  % Change from 52 wk Low  Previous Month % Change  Gross margin (TTM)  Gross Margin (5YA)  Operating margin (TTM)  Operating margin (5YA)  Pretax margin (TTM)  Pretax margin (5YA)  Net Profit margin (TTM)  Net Profit margin (5YA)  Quick Ratio (MRQ)  Current Ratio (MRQ)  LT Debt to Equity (MRQ)  Total Debt to Equity  Dividend Yield 5 Year Avg. (5YA)  Dividend Growth Rate (ANN)  Payout Ratio (TTM)  ADX (14 / 1D)  ATR (14 / 1D)  Bull/Bear Power (13 / 1D)  CCI (14 / 1D)  Highs/Lows (14 / 1D)  ROC (1D)  RSI (14 / 1D)  STOCH (14 / 1D)  STOCHRSI (14 / 1D)  Ultimate Oscillator (14 /1D)  Williams %R (1D) Currently selected: 6 (max 8 ) Apply 	$('#colSelectPopup_stock_screener').click(function(e) {		e.stopPropagation();	});
"","Quang Ngai Urban","MQN","Hanoi","Industrials","Commercial Services & Supplies","36000","-2.7%","-","502.00","-","-307.95","-","2.62K","-","-","-","-","-","-","Strong Sell","Strong Sell","Strong Buy","-2.70","-2.70","0.56","-1.64","-16.47","-12.20","-18.55","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","54000","34000","-33.33","5.88","2.21%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21.45","1.27K","-1.32K","-118.52","-271.43","-1.37","43.52","92.32","10.10","57.02","-10.34",""
"","Merufa","MRF","Hanoi","Consumer Staples","Personal Products","55000","4.76%","-","100.00","-","1.31K","-","2.90K","-","-","-","-","-","-","Strong Buy","Strong Buy","Strong Buy","4.76","-1.26","16.03","42.86","200.55","205.56","200.55","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","77000","17900","-28.57","207.26","35.85%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","43.59","7.12K","1.83K","-27.57","0.00","8.05","52.15","75.39","10.77","60.59","-31.40",""
"","Vietnam Maritime Commercial Joint Stock Bank","MSB","Ho Chi Minh","Financial","Regional Banks","30750","3.93%","35.58T","14.67M","11.88","1.28K","8.34T","8.92M","1.83K","-","-","-","Strong Buy","Neutral","Strong Buy","Strong Buy","Strong Buy","3.93","1.82","14.31","67.62","-","-","-","-","11.88","2.40","-","-","1.42","1.51","289.31","92.73","79.64","0.57","16.58","1.74","38.16","-","-","-","-","-","31900","15100","-3.61","103.64","10.02%","-","-","24.09","15.54","24.09","15.54","19.20","12.52","-","-","0.00","268.51","-","-","0.00","30.36","1.15K","-1.52K","23.29","817.86","11.82","62.40","94.18","38.05","60.72","-5.25",""
"","Phunhuan Service","MSC","Hanoi","Consumer Staples","Food Products","15100","0%","339.75B","0.00","-","-","458.93B","238.00","-1.02K","-","-","-","-","-","-","-","-","0.00","0.00","0.00","0.00","-8.48","19.84","-8.48","5%","-","0.30","1.35","4.38","2.09","2.16","101.51","87.41","-","836.75","202.04","-","-","4.08","17.93","-","-","133.54","19300","15100","-21.76","0.00","-","5.38","-","-2.06","-","-2.04","-","-2.04","-","0.57","1.11","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-",""
"","Song Hong Garment","MSH","Ho Chi Minh","Services","Retail (Specialty)","59000","-2.16%","2.95T","92.60K","11.18","1.36K","3.82T","76.96K","4.64K","-","2.85K","-","Sell","Strong Sell","Neutral","Strong Buy","Strong Buy","-2.16","-3.28","6.31","48.61","76.65","-","78.60","5.79%","11.18","0.68","41.91","41.91","1.89","1.91","-28.05","-48.69","-14.05","-11.65","-13.55","8.40","-16.87","1.47","4.81","383.84","23.33","10.41","65100","25400","-9.37","132.28","17.31%","19.69","19.15","7.41","9.37","7.43","9.35","6.08","7.79","1.17","1.69","0.00","36.32","-","-","61.49","31.35","2.14K","-5.43K","-254.51","-2.64K","-6.35","46.93","93.41","0.00","42.25","-11.07",""
"","Masan Group Corp","MSN","Ho Chi Minh","Consumer/Non-Cyclical","Food Processing","116000","3.58%","136.26T","2.47M","76.54","1.99K","79.56T","2.22M","1.28K","0.87","-","-","Strong Buy","Strong Buy","Strong Buy","Strong Buy","Strong Buy","3.58","4.13","11.54","30.48","103.51","56.76","89.24","1.12%","76.54","1.45","189.50","81.42","7.12","166.42","338.71","-67.63","-4.24","13.26","69.88","20.31","-0.94","0.72","5.49","2.13","52.41","40.85","116000","48900","0.00","137.22","0.32%","22.93","27.93","2.19","10.00","3.61","10.38","2.46","8.88","0.49","0.83","260.09","391.34","0.49","10.89","78.34","28.61","3.95K","2.02K","141.49","5.06K","12.62","63.76","96.22","89.25","68.80","-0.56",""
"","Masan Resources","MSR","Hanoi","Basic Materials","Metal Mining","19700","-4.37%","21.65T","1.15M","-","25.80","9.19T","997.43K","-32.20","0.67","-","-","-","-","Strong Sell","Neutral","Strong Buy","-4.37","-4.37","-8.37","-10.45","25.48","31.68","30.46","-","471.57","2.27","37.01","61.08","1.53","2.11","-37.84","-119.94","-25.37","178.28","100.53","22.36","-5.92","0.28","2.18","4.53","-18.62","8.95","26000","14200","-24.23","38.73","9.57%","2.34","20.73","-15.90","2.69","-2.22","5.62","-0.41","5.76","0.58","1.32","67.66","95.20","-","-","0.00","25.11","935.71","-1.27K","-131.55","-1.12K","-10.05","38.35","77.32","0.00","42.76","-29.71",""
"","1168 Construction JSC","MST","Hanoi","Capital Goods","Construction Services","13700","1.48%","486.62B","342.30K","13.09","38.60","436.62B","565.30K","1.03K","0.60","-","-","Strong Buy","Neutral","Neutral","Strong Buy","Strong Buy","1.48","-3.52","6.20","92.96","341.94","311.04","335.48","-","13.09","2.03","3.33","1.29","1.17","2.56","438.01","170.67","6.20","422.95","607.16","14.73","-33.62","0.35","5.51","-","-","2.38","15100","2200","-9.27","522.73","7.58%","8.03","7.62","9.41","9.22","9.65","9.52","8.47","7.87","0.90","0.95","0.70","172.15","-","-","0.00","34.48","571.43","-1.06K","-179.87","-57.14","-5.52","48.09","82.56","16.93","60.09","-24.48",""
"","Hatinh Minerals Trading","MTA","Hanoi","Basic Materials","Metal Mining","7000","0%","770.80B","15.00K","11.53","-85.13","1.59T","46.30K","598.31","1.00","-","-","-","-","Strong Sell","Strong Sell","Strong Buy","0.00","0.00","0.00","-10.26","70.73","311.76","84.21","-","11.53","0.60","10.33","3.87","0.66","0.67","-41.58","59.23","-2.11","8.00","12.40","-1.01","-8.57","0.63","4.93","-","-","13.57","9300","1100","-24.73","536.36","-5.41%","21.24","11.41","11.94","-1.20","12.29","2.27","11.49","1.21","0.94","1.48","20.31","27.97","-","-","0.00","42.15","150.00","-15.09","-43.68","0.00","-1.41","41.44","30.56","11.14","49.86","-75.00",""
"","MT Gas JSC","MTG","Hanoi","Energy","Oil & Gas Operations","4200","0%","26.46B","606.00","-","-46.63","-","3.40K","-2.38K","0.10","-","-","-","-","Neutral","Neutral","Buy","0.00","-2.33","5.00","-4.55","27.27","10.53","44.83","-","-","0.07","-","0.26","0.45","0.24","85.20","-467.32","-","-9.39","-44.28","-13.33","-19.29","1.15","12.51","-","-","17.27","6000","2300","-30.00","82.61","-4.44%","0.62","8.66","-8.62","-0.48","-7.77","-1.96","-7.86","-1.96","0.87","0.95","0.84","91.39","0.00","-","-","40.21","271.43","-468.09","-84.34","0.00","-2.33","49.88","63.49","73.89","61.62","-28.57",""
"","Ha Dong Environment Public Service","MTH","Hanoi","Transportation","Trucking","28700","0%","137.41B","0.00","-","-","-","100.00","-","1.54","-","-","-","-","-","-","-","0.00","-24.04","-24.04","-12.80","169.14","142.22","254.32","3.48%","-","-","5.08","-","-","-","-","-","-24.08","-","-","-13.65","-19.32","-","-","-","-","-","28700","5200","0.00","451.92","-","-","13.32","-","9.25","-","8.78","-","7.59","-","-","-","-","-","18.56","-","-","-","-","-","-","-","-","-","-","-","-",""
"","Tu Liem Urban Environment Service JSC","MTL","Hanoi","","","5000","-9.09%","-","5.10K","-","-811.91","-","2.66K","-","-","142.50","-","-","-","Strong Sell","Strong Sell","Strong Sell","-9.09","-13.79","0.00","-45.05","-54.55","-64.03","-54.55","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13600","4600","-63.24","8.70","-15.94%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","29.07","535.71","-1.30K","-130.60","-935.71","-30.56","39.25","29.44","0.00","43.78","-100.00",""
"","Medipharco Tenamyd Central Pharmace","MTP","Hanoi","Healthcare","Major Drugs","11100","2.78%","73.19B","3.40K","11.93","-222.32","-","5.48K","905.41","-","1.07K","-","-","-","Strong Sell","Strong Sell","Strong Sell","2.78","0.91","-26.97","-3.48","-3.48","-3.27","-3.48","9.26%","11.93","0.13","-","-","1.15","2.29","-","-","-10.40","-","-","7.03","-0.62","-","-","-","-","-","17400","9300","-36.21","19.35","-12%","17.05","5.85","0.87","0.86","1.01","0.87","0.84","0.65","0.61","1.05","0.00","734.19","-","23.96","0.00","24.89","721.43","-1.17K","-77.62","-42.86","-7.50","46.75","36.41","31.60","47.08","-63.31",""
"","Vung Tau Environment","MTV","Hanoi","Industrials","Commercial Services & Supplies","16600","0%","-","1.00K","-","207.76","-","1.23K","-","-","1.52K","-","-","-","Strong Buy","Strong Buy","Strong Buy","0.00","0.00","13.70","0.61","19.42","18.57","37.19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","18400","11600","-9.78","43.10","13.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","52.15","935.71","734.24","0.66","0.00","-7.78","52.39","84.00","50.07","54.28","-19.51",""
"","Vinacomin Viet Bac Mining Industry Holding","MVB","Hanoi","Energy","Coal","21400","-2.28%","2.25T","4.30K","6.35","989.66","4.91T","4.58K","3.09K","0.20","1.14K","-","-","-","Strong Buy","Strong Buy","Strong Buy","-2.28","-2.73","18.89","78.33","130.11","421.95","98.15","6.12%","6.35","0.42","8.88","7.55","1.28","1.31","154.45","16.36","28.43","4.43","-1.78","1.98","-3.24","1.24","10.32","-","-","10.38","22100","7690","-3.17","178.28","13.99%","19.87","17.92","9.61","5.87","9.67","5.94","7.59","4.73","0.61","0.91","40.13","73.04","-","81.71","36.91","49.53","1.57K","1.87K","149.20","1.80K","18.89","63.01","88.98","50.97","78.49","-5.79",""
"","Binh Duong Building Materials","MVC","Hanoi","Capital Goods","Construction - Raw Materials","9400","3.3%","940.00B","24.50K","13.18","242.25","456.38B","11.45K","644.95","0.44","-","-","-","-","Buy","Neutral","Neutral","3.30","-10.48","9.30","10.59","4.44","-7.84","4.44","9.41%","13.18","1.86","4.92","71.18","0.74","0.75","181.55","-28.54","-","-41.61","-42.30","-","-","0.31","3.12","-","-","10.27","13500","7400","-30.37","27.03","22.09%","13.36","-","17.55","-","18.32","-","16.49","-","1.02","1.53","0.00","22.77","-","-","0.00","49.01","557.14","-513.79","16.52","107.14","10.59","54.12","53.33","26.18","65.21","-64.00",""
"","Vinhyen Environment","MVY","Hanoi","Industrials","Commercial Services & Supplies","23200","-0.43%","-","3.10K","-","4.62K","-","2.10K","-","-","332.50","-","-","-","Strong Buy","Strong Buy","-","-0.43","0.00","0.00","-0.43","562.86","866.67","562.86","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","24000","3100","-3.33","648.39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","96.65","1.19K","8.33K","80.90","4.85K","182.93","88.27","95.72","73.49","89.69","-5.48",""
"","Mobile World Investment Corp","MWG","Ho Chi Minh","Services","Retail (Technology)","165800","6.97%","75.04T","1.46M","16.28","5.04K","110.02T","898.22K","8.65K","1.09","-","-","Strong Buy","Strong Buy","Strong Buy","Strong Buy","Strong Buy","6.97","9.08","21.91","39.44","98.33","107.57","85.63","1.06%","16.28","0.62","10.80","9.74","4.12","4.46","6.68","-0.09","25.87","7.02","6.24","33.86","46.15","2.47","3.75","1.59","57.56","473.31","170700","71300","-2.87","132.54","9.75%","22.07","18.89","4.99","4.66","4.98","4.67","3.61","3.53","0.61","1.27","7.28","108.27","1.34","38.67","0.00","54.80","5.47K","15.97K","148.82","13.62K","19.28","69.05","92.01","50.63","62.51","-3.05",""
"","National of General Construction","NAC","Hanoi","","","2900","-19.44%","-","100.00","-","-777.87","-","100.00","-","-","1.14K","-","-","-","Strong Sell","Strong Sell","-","-19.44","0.00","0.00","11.54","11.54","-57.97","11.54","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3600","2900","-19.44","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","100.00","385.71","-2.75K","-100.98","-964.29","-53.97","32.17","51.19","24.45","10.68","-89.29",""
"","Nafoods Group JSC","NAF","Ho Chi Minh","Consumer/Non-Cyclical","Beverages (Nonalcoholic)","28300","-0.18%","1.35T","674.70K","10.22","404.40","1.22T","576.23K","2.03K","0.13","-","-","Buy","Neutral","Neutral","Strong Buy","Strong Buy","-0.18","-3.41","-1.05","22.51","19.92","178.60","18.62","-","10.22","0.82","-","-","1.57","1.44","223.87","68.12","0.33","16.45","15.43","17.78","31.19","0.86","5.87","2.34","119.29","2.69","30700","17800","-7.82","58.99","-2.5%","21.19","23.70","5.53","8.22","5.41","8.08","5.10","7.19","1.34","1.63","24.78","69.96","-","-","0.00","36.33","957.14","-2.30K","-140.82","-103.57","-1.05","46.49","94.53","0.00","71.22","-8.27",""
"","NAGAKAWA VIETN","NAG","Hanoi","Capital Goods","Misc. Capital Goods","7000","-2.78%","114.40B","24.80K","12.28","-16.20","1.12T","55.91K","586.41","0.22","475.00","-","Strong Sell","Strong Sell","Strong Sell","Buy","Strong Buy","-2.78","-4.11","-1.41","40.00","37.25","29.51","38.46","9.62%","12.28","0.10","-","11.99","0.57","0.71","31.68","-40.52","-4.55","16.44","5.56","26.95","16.03","1.43","2.83","-","-","4.89","8100","3900","-13.58","79.49","0%","14.08","15.71","1.15","1.65","1.43","2.14","0.78","1.55","0.56","1.14","0.00","260.75","-","2.28","0.00","23.26","278.57","-629.08","-130.40","-221.43","-6.67","38.54","27.27","0.00","68.96","-90.91",""
"","Nghe Tinh Port","NAP","Hanoi","Transportation","Misc. Transportation","12200","9.91%","262.51B","2.90K","16.20","358.70","205.10B","1.03K","685.19","-","760.00","-","Strong Buy","Strong Buy","Strong Buy","Strong Buy","Neutral","9.91","14.02","24.49","-12.86","-6.15","10.91","-14.62","7.21%","16.20","1.16","18.44","207.90","0.99","0.99","132.85","43.21","0.64","18.89","7.80","7.69","7.19","0.76","112.49","-","-","7.45","18500","8000","-34.05","52.50","10.31%","15.74","18.65","6.35","9.82","8.49","10.82","7.19","8.75","2.92","2.95","0.00","0.00","-","0.00","110.92","28.45","600.00","1.81K","178.72","1.56K","24.49","67.41","57.09","100.00","68.64","0.00",""
"","Noi Bai Airport Services","NAS","Hanoi","Transportation","Misc. Transportation","32000","0%","266.10B","1.40K","-","-564.01","-","10.43K","-","0.15","-","-","-","-","Neutral","Neutral","Strong Buy","0.00","0.00","1.59","6.67","2.24","6.67","2.24","6.67%","-","-","-","-","-","-","-","-","-0.40","-","-","-9.84","20.98","-","-","-","-","-","39000","20600","-17.95","55.34","3.23%","-","43.88","-","4.62","-","4.99","-","4.47","-","-","-","-","-","-10.80","-","49.63","685.71","-433.59","20.56","157.14","-3.03","46.30","93.00","54.79","49.30","-7.56",""
"","Nam Viet JSC","NAV","Ho Chi Minh","Capital Goods","Constr. - Supplies & Fixtures","18000","-6.49%","144.00B","2.70K","6.59","-55.90","59.46B","1.82K","2.93K","-0.29","1.43K","-","Strong Sell","Strong Sell","Strong Sell","Sell","Buy","-6.49","-1.10","-10.00","-4.26","-14.29","310.02","-8.33","7.77%","6.59","2.60","18.67","18.39","1.36","1.36","-8.76","62.45","31.09","-52.53","-43.79","-16.86","78.18","0.33","4.08","2.05","842.96","10.46","25900","16550","-30.50","8.76","5.51%","19.28","10.20","42.43","8.09","46.28","9.94","41.11","9.44","2.15","2.26","0.00","0.00","6.96","-12.64","48.65","45.57","853.57","-1.18K","-139.67","-303.57","-9.75","46.55","85.80","3.83","44.39","-23.69",""
"","Nghe An Water","NAW","Hanoi","Utilities","Water Utilities","8300","2.47%","310.30B","700.00","396.38","-219.78","264.20B","464.00","20.94","-","-","-","-","-","Strong Sell","Strong Sell","Neutral","2.47","2.47","-9.78","-23.85","5.06","-52.30","5.06","-","396.38","1.17","5.21","8.50","0.83","0.84","69.50","0.45","-","20.04","6.33","-","-","0.34","4.59","-","-","82.10","12100","4100","-31.40","102.44","-11.96%","18.91","-","0.19","-","0.41","-","0.30","-","1.04","1.37","62.04","67.85","-","-","0.00","42.93","671.43","-2.08K","-137.86","-1.39K","-17.00","43.16","32.46","9.10","30.82","-92.11",""
"","NBB Investment Corp","NBB","Ho Chi Minh","Services","Real Estate Operations","25000","-3.1%","1.96T","55.90K","7.64","-689.10","3.52T","49.33K","3.60K","0.29","2.38K","-","Strong Sell","Strong Sell","Strong Sell","Neutral","Strong Buy","-3.10","-7.75","-1.96","3.09","35.14","28.21","40.22","9.12%","7.64","0.61","34.28","5.99","1.23","1.23","651.87","21.83","48.78","10.83","661.96","105.01","-6.21","0.71","0.83","26.24","2.65","9.37","35550","16400","-29.68","52.44","0.37%","22.11","20.82","12.29","14.32","13.67","19.25","10.08","14.87","0.54","1.77","10.45","35.42","-","-","73.48","61.53","1.93K","-4.42K","-109.00","-2.84K","-12.71","39.97","71.25","0.00","52.42","-39.72",""
"","VNBC","NBC","Hanoi","Energy","Coal","14000","0%","517.99B","724.32K","11.04","1.69K","2.42T","363.24K","1.27K","0.40","570.00","-","Buy","Neutral","Strong Buy","Strong Buy","Strong Buy","0.00","-7.89","48.94","118.75","145.61","129.51","145.61","4.29%","11.04","0.27","-","-","1.09","1.09","19.54","60.83","8.55","-51.49","-12.02","9.93","-14.05","0.53","1.74","-","-","52.84","16700","5000","-16.17","180.00","111.11%","18.02","18.46","2.30","3.71","2.38","3.95","2.40","3.09","0.02","0.71","340.89","557.71","13.12","-15.66","44.94","85.94","1.28K","240.16","32.70","264.29","53.85","67.93","70.64","0.00","57.13","-35.06",""
"","North Books Educational","NBE","Hanoi","","","9800","0%","-","100.00","-","13.04","-","9.20K","-","-","950.00","-","-","-","Neutral","Neutral","Strong Buy","0.00","0.00","0.00","22.50","44.12","48.48","44.12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10600","6000","-7.55","63.33","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56.23","142.86","-44.75","31.11","0.00","0.00","48.95","88.89","0.00","87.56","-16.67",""
"","NBTPC","NBP","Hanoi","Utilities","Electric Utilities","13900","0%","178.83B","0.00","6.42","122.70","896.80B","10.83K","2.17K","0.26","950.00","-","Strong Buy","Strong Buy","Strong Buy","Strong Buy","Strong Buy","0.00","1.46","-6.08","3.73","-0.71","32.28","-0.71","7.19%","6.42","0.20","4.44","2.26","0.67","0.67","-10.27","125.02","-10.55","-45.77","-30.77","7.36","-11.11","2.15","13.59","-","-","4.35","16000","10400","-13.13","33.65","5.38%","7.45","7.92","3.86","3.84","3.89","3.87","3.11","3.09","1.93","2.51","0.00","0.00","-","-12.64","0.00","26.02","242.86","91.34","54.56","0.00","2.21","53.83","87.36","55.28","72.34","-13.33",""
"","Nghiabinh Rail Way","NBR","Hanoi","","","10700","-2.73%","-","1.70K","-","-540.08","-","5.37K","-","-","760.00","-","-","-","Strong Sell","Neutral","Strong Buy","-2.73","13.83","-7.76","18.89","-2.73","18.89","-2.73","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21000","9000","-49.05","18.89","-17.54%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","33.70","1.00K","-497.67","-46.83","-342.86","-10.08","46.39","31.45","35.08","57.36","-67.92",""
"","Nha Be Water","NBW","Hanoi","Utilities","Water Utilities","42900","0%","467.61B","0.00","11.74","2.27K","750.39B","1.87K","1.62K","-0.15","1.04K","-","-","-","Strong Sell","Neutral","Sell","0.00","125.79","90.67","122.28","114.50","166.46","114.50","5.79%","11.74","0.28","5.65","8.05","1.20","1.22","37.28","29.40","-8.26","0.57","8.48","7.78","0.54","2.75","36.26","-","-","24.61","29900","17600","-","143.75","-1.55%","29.63","30.59","2.86","2.46","2.89","2.50","2.35","1.99","0.95","1.08","0.00","0.00","4.29","11.20","64.58","87.25","2.27K","-1.71K","-136.08","-1.94K","-10.38","43.86","83.56","0.00","48.53","-40.00",""
"","Tkv Campha Thermal","NCP","Hanoi","Utilities","Electric Utilities","6900","0%","1.36T","1.50K","-","-223.28","3.94T","2.55K","-3.33K","-","-","-","-","-","Buy","Strong Sell","Strong Sell","0.00","0.00","1.47","-23.33","-31.00","53.33","-28.87","-","581.88","0.34","2.42","10.64","5.61","5.62","-7.75K","-11.26K","-","-24.60","-3.46","0.85","25.59","0.64","35.74","-","-","4.98","11500","5900","-40.00","16.95","6.15%","3.21","5.58","-16.60","-5.77","-16.64","-5.71","-16.64","-5.71","0.22","0.25","634.20","1.39K","-","-","0.00","62.13","85.71","332.88","135.52","242.86","4.54","49.41","75.00","100.00","78.06","-16.67",""
"","Noi Bai Catering","NCS","Hanoi","Services","Restaurants","19800","-0.5%","355.37B","7.12K","-","60.53","310.68B","7.42K","-3.26K","0.60","-","-","-","-","Strong Buy","Neutral","Sell","-0.50","0.51","4.76","10.61","7.03","-45.15","10.00","11%","17.07","1.79","-","15.66","2.64","2.66","-2.07K","-484.49","-12.37","-61.56","-67.03","-10.55","2.09","0.34","28.44","-","-","4.04","25000","16500","-20.80","20.00","7.07%","-10.21","16.14","-29.94","9.25","-29.76","9.38","-29.64","7.17","0.90","0.95","203.53","270.48","7.54","-29.61","143.11","28.94","500.00","961.44","78.19","42.86","3.13","55.35","81.67","85.15","41.65","-18.33",""
"","NoiBai Cargo Terminal Services JSC","NCT","Ho Chi Minh","Transportation","Misc. Transportation","71900","0.14%","1.88T","24.40K","9.67","333.90","676.99B","22.28K","7.39K","0.66","5.70K","-","Strong Buy","Sell","Strong Buy","Strong Buy","Strong Buy","0.14","1.27","1.55","2.71","8.45","-18.30","7.04","8.4%","9.67","2.76","333.92","18.62","4.06","4.08","-5.29","-6.38","-8.43","4.84","-2.63","-3.47","-31.80","1.19","91.11","816.28","246.45","15.69","75500","55400","-4.77","29.78","1.72%","46.83","51.27","37.60","43.42","37.78","43.53","30.12","34.97","6.29","6.37","0.00","0.00","13.02","-12.64","77.18","25.92","742.86","364.86","62.33","157.14","1.70","56.76","96.84","55.95","40.01","-3.13",""
"","North Electrictiy No2","ND2","Hanoi","Utilities","Electric Utilities","28200","0%","1.41T","400.00","9.22","-98.11","406.08B","2.93K","3.06K","0.02","1.90K","-","-","-","Strong Sell","Neutral","Strong Buy","0.00","0.00","9.73","-3.09","18.49","36.23","13.71","7.09%","9.22","3.47","31.18","6.78","2.01","2.01","69.43","111.26","11.89","44.72","23.93","0.88","-16.18","0.22","4.64","-","-","25.00","32300","22000","-12.69","28.18","-6%","68.58","69.34","38.76","30.04","39.16","29.50","37.67","28.57","0.76","1.14","144.77","153.74","8.64","3.57","62.10","65.75","1.47K","-1.70K","-31.98","-457.14","-2.08","45.80","88.21","49.23","46.86","-18.02",""
"","Nam Duoc JSC","NDC","Hanoi","Healthcare","Major Drugs","107000","11.11%","638.15B","2.81K","-","3.26K","-","3.17K","-","0.45","-","-","-","-","Strong Buy","Strong Buy","Strong Buy","11.11","1.90","1.90","105.77","172.96","257.86","172.96","2.36%","-","-","14.58","-","-","-","-","-","39.45","-","-","20.65","112.49","-","-","-","-","-","109200","36600","-2.01","192.35","2.94%","-","53.51","-","12.26","-","12.23","-","11.08","-","-","-","-","-","7.72","-","69.61","8.59K","9.61K","121.22","4.00K","26.63","54.80","93.10","76.13","60.47","-3.00",""
"","Nam Dinh Export Foodstuff Agri Prod","NDF","Hanoi","Consumer Staples","Food Products","1400","0%","11.00B","0.00","-","-","-","74.34K","959.49","0.79","-","-","-","-","-","-","-","0.00","0.00","0.00","0.00","0.00","-6.67","0.00","-","-","0.25","0.85","1.11","-","0.13","389.44","313.70","-","-28.71","-2.78","-","-","0.43","3.60","-","-","1.89","0","0","-","-","-","10.00","-","-0.90","-","19.67","-","16.10","-","5.16","5.76","0.00","-0.01","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-",""
